pubmed_id,author_rank,affiliation
37742031,0,"Pharmaceutical Chemistry Department, Faculty of Pharmacy, Damanhour University, Damanhour, Egypt."
37742031,1,"Pharmaceutical Analytical Chemistry Department, Faculty of Pharmacy, Damanhour University, Damanhour, Egypt."
37742031,2,"Pharmaceutical Chemistry Department, Faculty of Pharmacy, Damanhour University, Damanhour, Egypt."
37742031,3,"Pharmaceutical Analytical Chemistry Department, Faculty of Pharmacy, University of Alexandria, Elmessalah, Alexandria, 21521, Egypt. tarek.belal@alexu.edu.eg."
37742022,0,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,1,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,1,"Key Laboratory of Plant Physiology and Development Regulation, Guizhou Normal University, Guiyang, 550001, China."
37742022,1,"Key Laboratory of State Forestry Administration on Bioaffiliationersity Conservation in Mountainous Karst Area of Southwestern China, Guizhou Normal University, Guiyang, 550001, China."
37742022,2,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,2,"Key Laboratory of Plant Physiology and Development Regulation, Guizhou Normal University, Guiyang, 550001, China."
37742022,2,"Key Laboratory of State Forestry Administration on Bioaffiliationersity Conservation in Mountainous Karst Area of Southwestern China, Guizhou Normal University, Guiyang, 550001, China."
37742022,3,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,3,"Key Laboratory of Plant Physiology and Development Regulation, Guizhou Normal University, Guiyang, 550001, China."
37742022,3,"Key Laboratory of State Forestry Administration on Bioaffiliationersity Conservation in Mountainous Karst Area of Southwestern China, Guizhou Normal University, Guiyang, 550001, China."
37742022,4,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,5,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China."
37742022,5,"Key Laboratory of Plant Physiology and Development Regulation, Guizhou Normal University, Guiyang, 550001, China."
37742022,5,"Key Laboratory of State Forestry Administration on Bioaffiliationersity Conservation in Mountainous Karst Area of Southwestern China, Guizhou Normal University, Guiyang, 550001, China."
37742022,6,"School of Life Sciences, Guizhou Normal University, Guiyang, 550001, China. huangxiaolong@gznu.edu.cn."
37742022,6,"Key Laboratory of Plant Physiology and Development Regulation, Guizhou Normal University, Guiyang, 550001, China. huangxiaolong@gznu.edu.cn."
37742022,6,"Key Laboratory of State Forestry Administration on Bioaffiliationersity Conservation in Mountainous Karst Area of Southwestern China, Guizhou Normal University, Guiyang, 550001, China. huangxiaolong@gznu.edu.cn."
37742021,0,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland. Cornelia.Amstutz@unibe.ch."
37742021,1,"SMD Swiss Medical Devices, Beringen, Switzerland."
37742021,2,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37742021,3,"Department of Cardiology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
37742021,4,"Department of Cardiology, Buergerspital Solothurn, Solothurn, Switzerland."
37742021,5,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37742021,5,"Department of Cardiology, Inselspital, Bern University Hospital, University of Bern, Bern, Switzerland."
37742021,6,"School of Biomedical and Precision Engineering, University of Bern, Güterstrasse 24/26, CH-3008, Bern, Switzerland."
37742026,0,"Children's Hospital, Zhejiang University School of Medicine, Hangzhou, 310000, Zhejiang, China."
37742026,1,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China."
37742026,2,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China."
37742026,3,"Oncology Department of Jiangxi Maternal and Child Health Care Hospital, No. 318, Bayi Avenue, Nanchang, 330006, Jiangxi, China. lmr1013@126.com."
37742016,0,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,1,"Institute of Pediatrics, Children's Hospital of Soochow University, Suzhou, 215003, China."
37742016,2,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,3,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,4,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,5,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,6,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China."
37742016,7,"Department of Nephrology and Immunology, Children's Hospital of Soochow University, No. 303, Jingde Road, Suzhou, 215003, Jiangsu, China. xiaozhonglicn@yeah.net."
37742025,0,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,0,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,1,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,2,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,3,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,4,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,5,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,6,"Department of Bioscience, Faculty of Applied Sciences, Tunku Abdul Rahman University of Management and Technology, Kuala Lumpur, Malaysia."
37742025,7,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,7,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,7,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,8,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,9,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China."
37742025,10,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China."
37742025,11,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,11,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,11,"Guangxi Key Laboratory of TCM Formulas Theory and Transformation for Damp Diseases, Guangxi University of Chinese Medicine, Nanning, China. haoew@gxtcmu.edu.cn."
37742025,12,"Guangxi Key Laboratory of Efficacy Study on Chinese Materia Medica, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742025,12,"Guangxi Collaborative Innovation Center of Study on Functional Ingredients of Agricultural Residues, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742025,12,"Faculty of pharmacy, Guangxi University of Chinese Medicine, Nanning, China. liujunhui601@163.com."
37742023,0,"Pediatric Dentistry, Oral Health, and Preventive Dentistry Department, Faculty of Dentistry, Tanta University, Tanta, Egypt."
37742023,1,"Oral Medicine, periodontology, Oral Diagnosis and Radiology Department, Faculty of Dentistry, Tanta University, Tanta, Egypt."
37742023,2,"Public Health & Community Medicine Department, Faculty of Medicine, Tanta University, Tanta, Egypt."
37742023,3,"Pediatric Dentistry, Oral Health, and Preventive Dentistry Department, Faculty of Dentistry, Tanta University, Tanta, Egypt. shaimaaeldesouky@dent.tanta.edu.eg."
37742024,0,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,1,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China."
37742024,1,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China."
37742024,2,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,3,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China."
37742024,4,"Institute of Biological Products, National Institutes for Food and Drug Control, Beijing, China."
37742024,5,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. hounan@ipbcams.ac.cn."
37742024,6,"NHC Key Laboratory of Systems Biology of Pathogens, Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, China. qijunchen759@syau.edu.cn."
37742024,6,"Key Laboratory of Livestock Infectious Diseases in Northeast China, Ministry of Education, Key Laboratory of Ruminant Infectious Disease Prevention and Control (East), Ministry of Agriculture and Rural Affairs, College of Animal Science and Veterinary Medicine, Shenyang Agricultural University, Shenyang, China. qijunchen759@syau.edu.cn."
37742024,6,"The Research Unit for Pathogenic Mechanisms of Zoonotic Parasites, Chinese Academy of Medical Sciences, Shenyang, China. qijunchen759@syau.edu.cn."
37742028,0,"Department of Respiratory and Critical Care Medicine, The People's Hospital of Leshan, Leshan, 614000, Sichuan, People's Republic of China. 451188923@qq.com."
37741982,0,"College of Animal Science and Technology, Shandong Agricultural University, 61 Daizong Street, Tai'an, 271018, Shandong Province, China."
37741982,0,"Shandong Provincial Key Laboratory of Animal Biotechnology and Disease Control and Prevention, Tai'an, 271018, Shandong Province, China."
37741982,0,"Shandong Provincial Engineering Technology Research Center of Animal Disease Control and Prevention, Tai'an, 271018, Shandong Province, China."
37741982,1,"College of Animal Science and Technology, Shandong Agricultural University, 61 Daizong Street, Tai'an, 271018, Shandong Province, China."
37741982,1,"Shandong Provincial Key Laboratory of Animal Biotechnology and Disease Control and Prevention, Tai'an, 271018, Shandong Province, China."
37741982,1,"Shandong Provincial Engineering Technology Research Center of Animal Disease Control and Prevention, Tai'an, 271018, Shandong Province, China."
37741982,2,"College of Animal Science and Technology, Shandong Agricultural University, 61 Daizong Street, Tai'an, 271018, Shandong Province, China."
37741915,1,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,2,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,2,"Department of Child Dental and Preventive Dentistry, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,2,"Department of Oral Medicine, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,3,"Department of Dermatology, Hainan Provincial Hospital of Skin Disease, Haikou, Hainan, China."
37741915,3,"Department of Dermatology, Skin Disease Hospital of Hainan Medical University, Haikou, Hainan, China."
37741915,4,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,5,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,5,"Department of Child Dental and Preventive Dentistry, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,5,"Department of Oral Medicine, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,6,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China."
37741915,7,"Shanxi Province Key Laboratory of Oral Diseases Prevention and New Materials, Shanxi Medical University School and Hospital of Stomatology, Taiyuan, Shanxi, China. gxj19722003@163.com."
37741916,0,"Department of Chemistry, Faculty of Sciences, University of Ferhat ABBAS Setif 1, 19000, El Bez, Algeria."
37741916,0,"Centre National en Électrochimie et en Technologies Environnementales, 2263 Avenue du College, Shawinigan, QC, G9N 6V8, Canada."
37741916,1,"Department of Biochemistry, Faculty of Life Sciences, University of Ferhat ABBAS Setif 1, 19000, El Bez, Algeria."
37741916,2,"Centre National en Électrochimie et en Technologies Environnementales, 2263 Avenue du College, Shawinigan, QC, G9N 6V8, Canada. aaramirez@cnete.qc.ca."
37741916,2,"Département de Génie Chimique et Génie Biotechnologique, Faculté de Génie, Université de Sherbrooke, 2500, Boul. de l'Université, Sherbrooke, QC, J1K 2R1, Canada. aaramirez@cnete.qc.ca."
37741916,3,"Department of Chemistry, Faculty of Sciences, University of Ferhat ABBAS Setif 1, 19000, El Bez, Algeria."
37741916,3,"Laboratoire de Physique Quantique et Systèmes Dynamiques (LPQSD), University of Ferhat ABBAS Setif 1, 19000, El Bez Setif, Algeria."
37741916,4,"Department of Chemistry, Faculty of Sciences, University of Ferhat ABBAS Setif 1, 19000, El Bez, Algeria. samira.messai@univ-setif.dz."
37741923,0,"Service de radiologie, Hôpital Nord, Chemin des Bourrely, 13015, Marseille, France. paul.habert@ap-hm.fr."
37741923,0,"Aix Marseille Univ, LIIE, Marseille, France. paul.habert@ap-hm.fr."
37741923,0,"Aix Marseille Univ, CERIMED, Marseille, France. paul.habert@ap-hm.fr."
37741923,1,"Service de radiologie, Hôpital Nord, Chemin des Bourrely, 13015, Marseille, France."
37741923,2,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,3,"APHM, Hôpital Nord, Explorations Fonctionnelles Respiratoires, Marseille, France."
37741923,3,"Aix Marseille Univ, APHM, Microbes Evolution Phylogeny and Infections (MEPHI), IHU-Méditerranée Infection, Marseille, France."
37741923,4,"Service de chirurgie thoracique, Hôpital Nord, chemin des Bourrely, 13015, Marseille, France."
37741923,5,"Aix-Marseille Univ, - CEReSS UR3279-Health Service Research and Quality of Life Center, Marseille, France."
37741923,5,"Department of Public Health, Assistance Publique - Hôpitaux de Marseille, Marseille, France."
37741923,6,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,7,"Centre de Ressources et de Compétences de la Mucoviscidose (CRCM) Adulte, AP-HM Hôpital Nord, 13015, Marseille, France."
37741923,8,"Aix Marseille Univ, LIIE, Marseille, France."
37741923,8,"Aix Marseille Univ, CERIMED, Marseille, France."
37741923,8,"Service de radiologie, La Timone Hôpital, 264 rue Saint Pierre, 13005, Marseille, France."
37741901,0,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,1,"Affiliated Tumor Hospital of Nantong University, Nantong, Jiangsu, China."
37741901,2,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,3,"Nantong Integrated Traditional Chinese and Western Medicine Hospital, Nantong, Jiangsu, China."
37741901,4,"Affiliated Tumor Hospital of Nantong University, Nantong, Jiangsu, China. chenhongjian2011@163.com."
37741901,5,"Affiliated Hospital of Nantong University, Nantong, China. 511071555@163.com."
37741872,1,"Microbiology and Immunology, Faculty of Pharmacy, Arab Academy for Science, Technology and Maritime Transport (AASTMT), Alamein, 51718, Egypt."
37741872,2,"Zoology Department, Faculty of Science, Al-Azhar University, Assuit, Egypt."
37741872,2,"Medical Physiology Department, National Research Centre, Giza, Egypt."
37741872,3,"Pathology Department, National Research Centre, Giza, Egypt."
37741872,4,"Pathology Department, National Research Centre, Giza, Egypt."
37741872,5,"Bioprocess Development Department, Genetic Engineering and Biotechnology Research Institute, City of Scientific Research and Technological Applications (SRTA-City), New Borg El-Arab City, Alexandria, 21934, Egypt."
37741876,0,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741876,1,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China. T_bag945@126.com."
37741876,2,"School of Geological Engineering and Geomatics, Chang'an University, Xi'an, 710054, Shaanxi, China."
37741876,3,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741876,4,"Shaanxi Key Laboratory of Safety and Durability of Concrete Structures, Xijing University, Xi'an, 710123, Shaanxi, China."
37741858,0,"Division of Nephrology, Department of Medicine, McGill University Health Center Research Institute|CORE|Office 2B.44, 5252 de Maisonneuve West, Montreal, QC, H4A 3S9, Canada. thomas.mavrakanas@mcgill.ca."
37741858,1,"Division of Endocrinology, McGill University Health Centre, Montreal, QC, Canada."
37741858,2,"Division of Cardiology, McGill University Health Centre, Montreal, QC, Canada."
37741858,3,"Division of Cardiology, McGill University Health Centre, Montreal, QC, Canada."
37741858,4,"Division of Endocrinology, Diabetes, Nutrition and Patient Therapeutic Education, Geneva University Hospitals, Geneva, GE, Switzerland."
37741874,0,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan."
37741874,1,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan."
37741874,2,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan."
37741874,3,"School of Medicine, Tzu Chi University, Hualien County, Hualien, Taiwan."
37741874,3,"Department of Emergency, Ditmanson Medical Foundation, Chiayi Christian Hospital, Chiayi County, Chiayi, Taiwan."
37741874,4,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan."
37741874,5,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan."
37741874,6,"Department of Emergency Medicine, Zhong-Xing Branch, Taipei City Hospital, Taipei, Taiwan. bryansolitude@gmail.com."
37741874,6,"School of Medicine, National Yang-Ming Chiao Tung University, Taipei, Taiwan. bryansolitude@gmail.com."
37741874,6,"CrazyatLAB (Critical Airway Training Laboratory), Taipei, Taiwan. bryansolitude@gmail.com."
37741867,0,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,1,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,2,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,3,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,4,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,5,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,6,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,7,"Torus Biosystems, Inc., Medford, MA, USA."
37741867,8,"Torus Biosystems, Inc., Medford, MA, USA. david.zhang@torus.bio."
37741867,9,"Torus Biosystems, Inc., Medford, MA, USA. dmitriy.khodakov@torus.bio."
37741862,0,"Berlin Institute of Health, Charité Universitätsmedizin, Berlin, Germany. eugenia.rinaldi@bih-charite.de."
37741862,1,"Institute of Medical Informatics (IMI), University of Lübeck, Lübeck, Germany."
37741862,2,"Klinik für Infektiologie und Mikrobiologie, Universitätsklinikum Schleswig-Holstein, Campus Lübeck, Lübeck, Germany."
37741862,3,"Data Integration Center, Jena University Hospital, Jena, Germany."
37741862,4,"Universitätsklinikum Münster, Münster, Germany."
37741862,5,"Institute of Virology, University of Mainz, Mainz, Germany."
37741862,6,"Institute for Hygiene and Environmental Medicine, Charité Universitätsmedizin, Berlin, Germany."
37741862,7,"Hannover Medical School, Institute for Medical Microbiology and Hospital Epidemiology, Hannover, Germany."
37741862,8,"Technische Universität München, München, Germany."
37741862,9,"Institute for Digital Medicine, University Hospital Augsburg, Augsburg, Germany."
37741862,10,"Institute for Hygiene and Environmental Medicine, Charité Universitätsmedizin, Berlin, Germany."
37741862,11,"Institute for Hygiene and Environmental Medicine, Charité Universitätsmedizin, Berlin, Germany."
37741862,12,"Institute of Medical Informatics (IMI), University of Lübeck, Lübeck, Germany."
37741862,13,"Berlin Institute of Health, Charité Universitätsmedizin, Berlin, Germany."
37741865,0,"Crop and Horticultural Science Research Department, Fars Agricultural and Natural Resources Research and Education Center, Agricultural Research, Education and Extension Organization (AREEO), Shiraz, Iran. l.nazari@areeo.ac.ir."
37741865,1,"Electrical and Electronics Engineering, Karamanoglu Mehmetbey University, Karaman, Turkey."
37741865,2,"Electrical and Electronics Engineering, Karamanoglu Mehmetbey University, Karaman, Turkey."
37741865,3,"Fruit and Vegetable Storage and Processing Department, The National Institute of Horticultural Research, Skierniewice, Poland."
37741864,0,"Departament de Física de la Matèria Condensada, Universitat de Barcelona, Avinguda Diagonal 647, Barcelona, 08028, Spain. aarangor@unal.edu.co."
37741864,1,"Departament de Física de la Matèria Condensada, Universitat de Barcelona, Avinguda Diagonal 647, Barcelona, 08028, Spain."
37741864,1,"Institut de Nanociencia i Nanotecnologia, Universitat de Barcelona, Carrer Marti i Franques, Barcelona, 08028, Spain."
37741866,0,"Spencer Center for Vision Research, Byers Eye Institute, Stanford University School of Medicine, 2370 Watson Court, Palo Alto, CA, 94303, USA. wendywliu@stanford.edu."
37741866,1,"Department of Population and Quantitative Health Sciences, Cleveland Institute for Computational Biology, Case Western Reserve University, Cleveland, OH, USA."
37741866,2,"Department of Population and Quantitative Health Sciences, Cleveland Institute for Computational Biology, Case Western Reserve University, Cleveland, OH, USA."
37741866,3,"Department of Ophthalmology, King's College London, St. Thomas' Hospital, London, UK."
37741866,4,"Department of Ophthalmology, King's College London, St. Thomas' Hospital, London, UK."
37741866,4,"Department of Twin Research and Genetic Epidemiology, King's College London, St. Thomas' Hospital, London, UK."
37741866,5,"Massachusetts Eye and Ear, Harvard Medical School Boston, Boston, MA, USA."
37741866,6,nan
37741861,0,"Department of Plastic and Reconstructive Surgery, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Japan."
37741861,1,"Department of Translational Science for Nursing, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Miyagi, 980-8575, Japan. ekanno@med.tohoku.ac.jp."
37741861,2,"Department of Translational Science for Nursing, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Miyagi, 980-8575, Japan."
37741861,3,"Department of Plastic and Reconstructive Surgery, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Japan."
37741861,3,"Bio-Lab Co., Ltd, 2-1-3 Komagawa, Hidaka-shi, Japan."
37741861,4,"Department of Plastic and Reconstructive Surgery, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Japan."
37741861,5,"Department of Plastic and Reconstructive Surgery, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Japan."
37741861,6,"Department of Plastic and Reconstructive Surgery, Tohoku University Graduate School of Medicine, 2-1 Seiryo-cho, Aoba-ku, Sendai, Japan."
37741765,9,"Berlin Institute of Health at Charité - Universitätsmedizin Berlin, Digital Health Center, Berlin, Germany."
37741765,10,"Machine Learning and Data Analytics Lab, Department of Artificial Intelligence in Biomedical Engineering, Friedrich-Alexander-Universität Erlangen-Nürnberg, Erlangen, Germany. Electronic address: bjoern.eskofier@fau.de."
37741759,0,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan; Department of Pediatrics, Koseiren Tsurumi Hospital, Oita, Japan."
37741759,1,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan. Electronic address: m-inoue@oita-u.ac.jp."
37741759,2,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan."
37741759,3,"Department of Ophthalmology, Faculty of Medicine, Oita University, Oita, Japan."
37741759,4,"Center for Stem Cell and Regenerative Medicine, Tokyo Medical and Dental University, Tokyo, Japan."
37741759,5,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan."
37741759,6,"Center for Stem Cell and Regenerative Medicine, Tokyo Medical and Dental University, Tokyo, Japan."
37741759,7,"Department of Pediatrics, Faculty of Medicine, Oita University, Oita, Japan."
37741768,0,"Harran University, Faculty of Health Sciences, Internal Medicine Nursing, Şanlıurfa 63100, Turkey. Electronic address: arzu.uslu86@gmail.com."
37741768,1,"Necmettin Erbakan University, Faculty of Nursing, Internal Medicine Nursing, Konya, Türkiye."
37741766,0,"Servicio de Pediatría, Hospital Universitario de Gudalajara, Guadalajara, Spain. Electronic address: garriolapereda@gmail.com."
37741766,1,"Servicio de Pediatría, Hospital Miguel Servet, Zaragoza, Spain."
37741766,2,"Urgencias de Pediatría, Hospital Virgen del Rocío, Sevilla, Spain."
37741766,3,"Servicio de Pediatría, Hospital Virgen de las Nieves, Granada, Spain."
37741766,4,"Servicio de Pediatría, Hospital San Pedro, Logroño, Spain."
37741767,0,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain. Electronic address: belenfernandezmonteagudo@gmail.com."
37741767,1,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,2,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,3,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741767,4,"Servicio Neonatología, Hospital General Universitario Gregorio Marañón, Madrid, Spain."
37741774,0,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: suqinzhang86@126.com."
37741774,1,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: 33906593@qq.com."
37741774,2,"Department of Maternity, Yantaishan Hospital, Yantai, Shandong, China. Electronic address: dongpingp@sohu.com."
37741763,0,"Oregon Health and Science University, Portland, OR. Electronic address: galligan@ohsu.edu."
